KECUFZXPLWEJOFLASDOK,6.2,1.0,4.2,1.7,2.1,3.1,8.6,9.4,2.2,5.1,1.6,0.1,4.4,1.8,9.5
QPTKIYVPMNBIKCCOIYTB,7.6,4.9,8.1,5.3,9.2,8.7,2.3,6.0,0.0,1.4,9.2,9.9,3.9,9.8,6.2
NRZJKEAKTONKYTQTWTXJ,9.8,9.1,2.0,4.5,2.5,6.3,9.9,5.0,5.7,0.7,1.5,9.8,6.9,1.8,1.8
QVFLYDUCLOASMHFNXQZL,0.9,7.5,9.6,4.9,8.8,9.1,0.9,3.4,1.8,2.1,1.4,7.7,9.0,1.2,0.7
AJDCUIIUBMWTEKITJGRH,8.8,8.4,7.4,8.3,7.3,9.4,8.3,9.5,7.5,6.3,8.0,8.6,5.5,4.2,7.9
LGCWGIVLBVXYGWABHQLJ,1.0,6.8,5.7,4.7,1.0,1.8,4.6,9.0,6.5,9.8,6.8,0.5,8.4,4.8,7.0
BYZTUCRBOUFGEVWNCFFO,7.1,4.8,3.1,7.4,2.9,4.2,9.5,1.9,7.5,1.4,6.7,5.4,4.9,6.7,0.1
GBZBHPQUFESOKNKVKRRH,5.2,9.7,0.1,2.7,6.3,9.6,0.5,2.9,0.2,3.1,1.6,4.8,2.8,1.7,9.6
GZEEYOFXKJONQGMZSONF,7.9,5.0,6.5,1.0,1.0,9.4,7.3,8.5,6.2,0.2,0.8,5.3,9.1,4.7,8.8
USHMMWAKOJWNIAMDFWRN,0.1,2.7,8.3,3.1,3.7,6.8,3.3,2.9,9.6,1.2,4.5,4.3,4.4,2.0,8.9
HOBIXQCBAIADEZIRQMHK,8.9,0.7,7.2,7.2,5.9,6.4,9.2,6.9,8.7,6.2,0.4,0.9,5.0,6.0,6.9
QFEPIRNXFSMWMSJDFBLB,3.0,8.2,9.3,8.7,2.1,4.3,7.2,6.1,0.6,8.6,1.2,1.1,7.1,4.7,8.3
ENZPZMMCVCPIHXIYJFZF,4.9,0.3,1.5,7.8,8.1,4.4,5.9,1.8,7.3,2.0,6.9,2.4,3.3,2.3,8.5
LGDQOAWKUZCCNIVKTSVL,7.8,3.3,4.6,0.9,8.5,6.8,2.5,7.6,2.6,3.8,7.4,4.5,2.2,2.9,4.4
ZUMGLGIMGHSIWWLEXWSA,6.7,6.4,3.4,1.1,1.0,4.0,6.7,4.7,9.1,2.3,9.8,9.1,8.0,8.2,8.3
OSGNFYZWHARMPCKCCTYV,6.7,9.7,6.6,6.2,8.7,7.8,4.9,5.2,1.0,1.2,0.4,4.4,0.8,1.9,6.8
PMTHXREJCSWXXABUQKAN,0.7,0.9,2.6,2.8,1.8,3.5,9.0,0.3,0.3,2.9,5.6,0.7,9.9,4.6,7.9
QWVJEMGQMTKGXCCEZVBW,4.9,9.4,3.8,8.6,5.7,1.4,7.3,0.5,4.2,7.2,9.0,2.7,3.1,3.7,8.9
UNXBBDIFIVYJLIFJQILT,4.7,2.3,9.9,1.2,7.6,5.5,8.0,4.0,0.5,3.9,5.5,4.8,9.6,3.4,2.4
VSNMEYNDMJJSQHHSWUOO,9.8,7.0,8.5,7.3,0.3,5.3,1.5,6.5,2.5,4.0,3.9,4.3,5.1,5.5,3.6
FGPWSQGLZZVZYRMSTJBA,5.6,2.6,6.0,7.0,2.3,5.0,4.1,4.9,5.0,2.1,5.1,1.1,2.8,9.2,3.7
GPNHVTXTENUTMMBSCLKN,6.4,8.5,2.3,9.7,0.5,3.9,6.0,4.5,7.0,2.9,5.2,8.7,8.3,3.2,1.4
CEGEFFYICFNAZUGDHOIV,0.3,4.8,1.6,3.0,7.0,4.0,5.6,5.3,0.8,9.5,3.1,9.1,9.7,9.8,9.5
KSAIVOWJDVLOMCGCZWEO,3.2,6.8,1.5,4.7,4.3,2.3,6.1,2.8,3.5,8.0,7.4,7.3,3.3,2.9,10.0
BWNRKUOXURUMVKQDAHRJ,4.0,6.0,8.1,7.2,6.7,0.6,9.6,4.4,5.8,2.7,5.9,8.9,2.3,5.2,8.3
OFSVEMWRYNVPWGHSPTTA,9.3,8.5,2.1,9.8,7.9,8.0,6.3,2.9,6.8,6.0,0.8,2.8,5.0,3.7,5.5
TSXSYKJMCSETRFWUHTJR,6.2,1.1,0.5,6.9,8.8,1.6,6.6,0.9,4.7,4.0,8.0,2.5,6.7,2.8,3.0
VHNCHVIAFJYBLYRHBLXU,7.3,9.3,6.1,8.1,3.5,9.0,4.1,5.2,0.4,8.9,0.4,0.8,9.0,9.9,6.2
XPEFHKNLIVOYIZZNCPGA,6.2,6.0,5.9,2.0,1.3,9.6,1.6,5.8,5.7,0.8,0.2,9.6,8.0,2.4,8.3
ANKXBUPUNYUAQJFMUPYW,8.0,1.8,6.8,1.8,6.8,2.7,9.8,9.4,9.7,6.0,2.0,3.8,1.9,7.7,8.9
TDLDRKLNOVGDYVQGKEBJ,6.4,7.7,9.0,4.1,0.4,2.3,1.0,9.7,1.0,5.3,7.7,0.7,1.8,0.4,6.7
AGPMDMZZMOFSMOYEWZUC,4.9,0.3,6.1,6.0,4.5,7.7,5.7,9.1,5.4,4.8,7.4,1.7,4.4,8.9,3.9
JKVRJKLOUYUIHTBKMDZB,3.2,1.9,0.3,4.6,8.5,8.8,7.1,7.1,8.8,6.2,5.1,1.2,4.4,8.6,7.5
ENADJJWJRBYZWUORRTLR,9.6,3.2,1.9,2.9,3.9,2.2,5.0,8.5,1.3,2.6,6.8,7.3,6.8,0.6,3.1
KAZDFLTDFUHSCNRRIHRR,1.8,0.6,0.4,4.3,8.4,9.9,1.2,6.1,4.0,8.8,0.8,3.2,5.4,5.1,6.6
HFPOLCENDLVMQKGENCRO,5.8,4.7,8.1,0.3,6.2,9.4,0.3,5.5,3.5,7.9,3.6,9.4,5.0,6.8,7.5
ADGXJRHJZGNPGIDXDYWQ,0.6,1.9,3.0,1.0,3.7,5.4,5.3,3.2,8.5,7.6,5.1,4.3,7.4,3.4,4.3
KLTSANRDQNPVEKWGHEAD,2.9,9.4,6.9,3.4,1.4,10.0,1.0,5.1,6.3,6.2,0.7,8.3,5.0,7.0,7.8
IXJQWXSMJBALLTAVDNRK,3.6,6.2,3.4,7.0,6.6,0.7,0.8,9.6,7.2,7.7,6.3,4.6,4.9,1.0,9.8
GVVQIDALRFYLBPYXJITB,9.9,3.2,8.5,6.5,3.0,9.1,7.1,0.4,8.0,8.6,9.9,3.5,7.9,6.9,1.2
YDGKPCLBTRHHLEIVGKDB,3.9,8.1,1.2,4.0,5.8,8.2,0.7,1.1,2.2,3.3,8.7,6.8,0.2,9.3,0.6
UEACCUILZWOTUJPOTCDQ,7.7,7.7,7.8,5.6,3.5,6.6,9.5,4.8,1.0,0.9,4.9,2.1,3.9,4.4,4.4
VIWVIEPPCQMDYTIXIFJQ,1.2,9.6,4.2,7.9,3.5,9.9,8.7,6.7,0.7,2.6,4.8,8.8,8.8,9.0,0.2
DPQWGDIWKGLKFCIVIOCQ,9.4,3.5,6.6,5.4,9.0,4.9,2.1,6.9,1.4,6.9,6.6,2.9,8.9,1.1,3.0
JKGISVQGXWADHUVBYFCJ,2.7,0.9,8.7,2.2,6.1,4.4,9.2,2.8,8.7,6.0,7.2,1.2,3.2,3.6,9.3
VJLJWEDXOHQMPLUUENEI,2.2,6.6,3.8,8.4,6.8,4.9,0.9,3.9,8.6,8.0,3.2,0.6,3.9,5.4,6.8
WQLFDMUDGIYZLXQJFVVP,7.3,9.9,2.8,9.7,4.9,6.8,5.0,1.5,1.7,8.0,0.2,2.7,1.1,0.0,4.8
YFSHVXWTLSIIAZSCCTTO,2.0,7.6,8.9,7.3,2.3,9.9,8.6,5.8,5.2,5.2,8.9,4.4,5.0,1.0,1.8
BNAJCBTPHCOVIEQFUZTF,7.5,3.1,9.6,1.4,0.0,8.0,2.4,5.0,3.7,9.6,4.2,7.3,8.5,3.6,1.8
CSFQPHWNKZNMOJGVHOPW,6.3,1.1,2.6,3.2,1.8,2.8,1.6,6.5,3.2,0.5,2.1,2.6,8.9,5.2,1.3
ZUDIWTQAEROIYZRCPPGQ,2.6,3.8,8.3,0.3,5.2,8.6,3.9,3.3,0.8,5.7,6.2,0.9,6.5,3.2,6.9
JQEWYSOWDLASHUBDOPGJ,5.7,1.9,1.7,0.5,8.3,3.6,8.4,3.3,1.7,9.3,1.2,9.2,1.7,3.5,1.3
ZYEXYFTZTKARVKDCYMHY,1.6,6.1,7.1,9.6,8.1,2.3,5.4,5.3,6.8,2.7,2.6,3.8,6.3,2.6,1.0
ZMPPLAFJGOFABIJGNNKL,2.0,2.3,7.4,5.3,5.4,3.2,2.5,6.8,7.2,0.2,9.9,0.5,6.3,5.1,6.3
BTSYDARAOVEFAOBNNAQJ,6.9,8.6,7.1,9.4,2.7,0.2,7.6,3.4,4.9,3.5,1.1,2.1,7.4,0.7,9.5
OBQJRBURPFTWRCSPIYPX,6.6,1.1,2.8,3.1,8.8,8.8,1.7,7.1,3.1,1.0,0.2,5.2,1.8,7.6,6.4
WIPLDAFISIAIQFTQAJGQ,2.0,9.1,2.4,8.4,9.0,2.9,3.6,1.4,9.8,9.3,4.7,1.0,6.2,9.0,7.6
QVGTEXSQQIPIGGGBFZRI,8.2,6.6,5.6,4.3,2.4,1.6,2.1,1.5,5.9,0.0,3.5,3.7,0.4,7.5,4.8
BQWRTKTNSPTWJPEWWWCE,6.3,0.0,2.0,9.9,5.1,9.7,4.3,9.8,5.6,5.5,8.2,0.1,6.1,7.3,2.4
XWXBBTSFZQZUJHLQXVBQ,6.8,8.0,9.8,4.0,7.6,4.6,8.4,9.6,1.2,6.9,9.5,2.7,8.8,8.7,5.9
IGBOVVRYOESJVUPHOXEX,6.7,6.5,9.6,2.1,9.1,7.9,8.6,7.7,8.2,7.6,7.5,0.7,3.2,2.4,6.3
MYKWOPAMWUZYAOOZYRFS,1.6,1.9,4.7,2.3,2.3,1.1,0.7,7.8,2.1,8.3,4.3,2.1,5.8,0.8,8.7
TWDRMCBUXBXIOMSNNBNO,3.9,9.8,9.6,5.1,7.5,1.0,5.4,6.8,4.6,3.3,4.2,9.7,0.1,0.0,5.1
LFGNWITFRTMZLJNTHJFT,1.4,9.7,8.2,2.9,8.0,1.8,9.3,2.6,1.7,6.8,0.4,4.7,2.6,3.8,7.4
GUWFDZHXABBNSAGRGEVD,0.6,9.8,1.7,6.4,4.2,5.4,6.5,3.0,4.8,3.0,3.3,8.9,0.2,1.6,0.8
XVEHYAVTOUISCCLSFSGJ,5.9,5.0,2.7,6.8,3.0,5.6,5.2,0.4,9.0,5.0,3.6,1.9,3.4,0.1,8.3
ZTQPKOMUNQOAOYTKZVXE,3.8,1.4,5.3,6.7,9.9,4.7,1.9,7.0,7.7,1.1,3.8,4.6,1.9,4.2,5.3
CVPAEHKUTAFONKIPEMIE,2.5,4.2,0.2,4.0,0.7,1.4,0.6,2.7,1.5,5.1,4.2,4.4,8.7,8.6,3.6
VJGHUSCEPIREXUFAETJI,4.6,5.0,2.5,0.5,0.4,6.4,7.6,4.4,1.1,9.8,0.3,1.0,8.3,0.7,3.7
YMNKNSFBOSRIZQVIDKEM,4.6,1.2,2.4,5.9,6.9,2.6,5.3,8.7,1.0,9.2,6.8,5.4,7.9,8.6,7.7
KEVXADLZYYLHRTJWRSEY,8.7,1.6,8.2,7.5,0.3,1.5,9.2,2.9,9.6,5.8,2.6,2.9,0.4,1.3,2.2
SXNGSTSPWJZXVGNDXWFT,0.2,9.2,3.4,8.0,4.7,3.5,4.5,9.6,2.4,4.9,0.4,3.6,6.8,1.0,7.2
NKQECJTBUBPTPVRKWILQ,2.4,2.8,5.1,1.7,7.9,2.7,6.3,7.8,1.1,1.5,1.9,9.2,0.8,7.9,3.7
UYGLCAMAQQCYWZPMYCHP,0.4,7.9,6.7,6.2,9.9,9.0,9.8,4.7,5.1,0.5,1.3,0.9,4.9,2.5,9.9
AQEEATCDFRPYKYTWDRVP,6.5,3.3,2.5,2.9,4.8,7.7,2.0,6.7,8.2,9.8,6.8,5.7,8.7,1.3,2.3
OODGXFYFCUMSWGATZOWK,5.9,1.6,4.0,5.4,7.8,4.4,9.3,9.0,7.6,1.4,7.2,2.8,3.1,3.9,4.9
EWPCBOGYGVHHRLOTCUQL,8.8,8.2,1.3,9.6,4.3,3.5,0.4,5.5,2.1,5.7,6.5,8.9,9.1,5.3,1.7
IKZHBBPVBHEHHYGOMXJO,2.4,6.1,7.4,0.5,2.9,2.5,2.6,0.4,2.5,0.2,6.8,1.8,9.3,7.3,8.6
AJBPXCUFEZXPTXDFZWIE,8.8,6.6,3.0,1.5,2.4,4.5,1.3,1.6,4.0,2.8,9.8,9.3,6.4,7.1,4.8
JXFUGMPELXXUSARLYDGE,6.4,4.0,2.3,6.1,3.0,6.1,5.6,2.3,9.3,2.2,1.7,2.6,4.7,1.8,9.8
XQHNZZQLCKLYUJIKNQQS,4.8,8.0,4.1,3.5,6.1,3.3,9.0,4.1,0.9,6.2,8.8,1.7,2.9,5.6,0.8
CKQJUJGYSRQXRMMWXGQM,3.2,5.4,8.9,3.2,7.9,7.6,1.0,9.6,2.1,9.7,6.1,2.3,0.2,6.6,2.1
BTZQWAZYDTDAUMYXXJRG,1.8,7.6,5.0,0.5,8.0,6.3,0.9,9.5,7.8,0.8,9.6,1.5,2.3,3.9,4.4
ZBXIQZUPLBOWECAMXZWF,9.5,3.5,7.8,4.0,1.1,7.3,4.0,5.0,3.3,4.5,3.1,8.7,8.5,6.0,3.8
XLBAIMMYMSUGKHVOAJXF,0.5,8.3,2.3,9.4,2.1,2.9,0.2,0.6,8.1,8.0,3.9,8.3,1.3,0.7,2.6
KMXMRDVWHAJPIYOWFGMF,2.7,7.1,1.5,5.0,6.9,3.4,4.2,1.6,1.6,6.1,5.3,3.1,8.6,4.6,0.4
BXFTBQMDDPQZLAJLOKEK,1.1,6.8,0.8,4.4,8.8,5.4,6.3,6.2,1.1,1.9,3.7,6.2,1.5,0.5,2.2
BQRCWZVYYMXSBWFZGEIK,0.4,7.1,4.9,1.3,9.8,0.2,8.1,8.1,8.9,4.6,1.8,1.2,5.6,3.6,4.8
GFMPKZBCUVEKWKBCIJRR,3.9,9.5,5.5,7.8,6.3,0.2,9.8,7.2,9.3,0.8,3.6,0.9,1.7,4.5,0.3
JPRMDKEOVNSBDLUHUZQL,6.2,0.2,1.4,6.7,0.2,4.5,1.2,8.3,9.5,8.1,4.3,1.7,1.0,3.0,2.7
ZTRZHLZFVHHWFWHUMKNW,5.4,7.2,6.1,0.2,6.0,8.1,4.9,7.2,8.9,4.0,9.5,5.7,3.0,6.9,3.6
HKIPELHUUMDVBYVBTNRV,3.5,6.6,1.4,1.9,5.9,6.2,4.4,0.7,2.3,4.6,1.7,0.5,3.3,6.1,0.1
XXWDCPLDLRORQPVKRYTA,2.5,9.2,7.8,7.3,9.9,7.2,2.4,3.0,1.0,3.4,6.1,0.6,6.5,5.3,4.7
BYGEYZUQAKWFQKBFFGNK,4.9,9.0,7.8,5.4,6.3,9.1,5.9,3.3,2.1,5.8,6.5,0.5,2.1,5.2,4.7
BYUOJMIUSBOKRBRGHQBT,7.8,1.3,3.1,10.0,1.4,8.1,4.6,0.7,7.9,9.0,3.7,4.3,4.1,3.3,7.7
TFVKCQJXUVHBYYLUGJYW,0.5,2.3,8.8,6.6,2.0,2.3,8.9,8.5,5.1,9.2,5.4,8.3,5.0,6.3,8.0
MOLGXWUMIIBBBOLDCFZX,7.8,5.3,8.0,3.8,9.6,1.8,4.1,8.3,4.7,6.5,8.8,6.7,5.6,2.5,9.5
PAKQALLSWVBVEOPBUAAN,4.8,9.5,4.2,1.0,4.4,8.9,4.7,6.6,3.9,5.7,3.2,2.1,3.8,3.3,3.5
EKJLPPXBCFUGPUMOMFOZ,9.1,3.8,3.1,7.1,8.7,4.4,9.7,3.0,9.7,3.2,1.3,8.2,9.3,4.7,1.4
CQNDAKXMLIIFLZFPZMWC,3.8,8.7,8.3,0.9,5.7,5.8,6.5,5.6,7.2,3.2,0.2,5.5,6.2,3.2,5.1
TJBJQMQDMYFPQTDOFIEA,8.9,2.3,9.1,7.4,9.2,5.2,6.8,9.3,3.4,5.3,2.3,4.8,5.4,7.9,8.6
SFCBJRVGNEMNWIRCICWN,1.0,9.3,2.0,5.4,5.4,1.7,7.9,4.8,4.6,0.4,4.5,6.9,3.5,3.9,8.3
FGEVYBSNVGNDWPHUCPGV,9.2,8.1,1.0,6.4,7.3,3.9,4.6,7.3,4.3,0.5,4.5,9.7,2.9,1.8,7.0
YUBEUMHWNAHPRRQJOYQM,4.9,7.5,8.9,2.8,5.3,8.4,0.1,1.0,4.6,7.0,6.6,5.1,2.4,6.2,0.7
CVKRNWDTJCPAZRLAWCBK,5.7,7.1,6.0,7.9,3.7,2.7,2.8,0.3,5.2,5.9,4.5,3.2,4.5,4.9,8.1
RRIUIXYIDPWFQDLVSQUX,4.0,3.3,4.2,2.4,8.3,6.2,1.2,7.7,9.2,8.6,9.4,5.1,7.5,8.4,7.0
LJQCTIBWOIZZOBQVYNPO,3.6,8.3,2.8,6.1,9.1,4.4,4.4,9.5,5.4,5.9,0.6,5.8,5.7,0.9,1.6
UETDQMRXOKNITRRHLLXT,4.7,2.2,4.6,7.6,2.8,5.0,7.0,0.8,4.2,3.6,5.6,5.2,1.9,6.4,0.6
TJMCDXMSZSICMGVSGEBG,0.6,9.6,9.3,6.4,7.3,9.5,8.7,5.5,2.0,5.5,3.1,8.7,9.2,7.7,3.9
XRUSHOFODEFZUUQTWIIW,7.5,7.9,7.7,8.4,4.3,8.7,4.2,6.2,9.7,4.4,3.5,2.4,6.0,5.2,2.0
XATNOPZGHBQGDIJIQFKB,4.9,1.4,5.0,2.6,5.2,9.5,9.0,1.5,8.8,1.8,9.3,0.1,2.2,9.4,5.4
BKBGESOEUKXOBAUDOIXD,6.0,9.6,6.7,2.9,4.8,9.7,8.8,6.2,9.6,4.6,4.1,0.1,3.4,2.7,9.4
BLNBGLTURPUKSEAYTIBT,2.9,6.2,7.3,5.6,0.8,9.3,5.5,3.6,8.7,5.6,7.7,5.7,4.9,1.2,1.0
GQYQVUIRIIPFVZJFZQFH,9.0,6.2,1.0,6.0,6.9,3.8,7.4,0.9,3.4,4.2,1.9,6.2,9.7,7.3,6.6
KXBTMXZUDDDPKXVYLFVI,5.2,6.4,5.9,5.1,8.5,3.1,9.6,5.0,3.9,7.6,2.3,2.7,0.2,8.2,9.5
IMTYWNHCXJIVJAHCTAFL,8.5,0.0,7.6,0.8,7.8,3.3,5.6,1.0,7.3,9.6,5.4,3.4,9.1,7.6,6.3
JCQAGVBSLDPQTKGVYZAH,6.5,4.5,5.2,9.7,8.2,9.8,2.3,7.1,1.2,4.1,9.4,4.8,7.3,9.3,1.1
IFLXJWLPBZHLHLENMAHG,4.8,6.2,8.8,4.2,3.0,5.0,6.6,3.8,5.1,3.6,2.7,6.2,8.5,6.7,5.6
GJADXQZUFNDSMXMFCWNF,2.6,5.7,3.6,6.3,6.8,9.5,5.8,0.8,1.7,4.9,5.4,8.0,3.8,1.1,0.5
VLXVOOJEFONCCMLZPBCG,9.6,3.8,7.1,8.7,3.8,0.7,6.8,3.6,8.8,0.1,0.6,3.5,4.6,3.4,3.8
TOQRFODXPYPVUGHOSYHW,8.9,5.9,1.7,0.2,1.1,2.1,6.9,2.1,2.4,5.2,9.8,3.3,1.8,9.4,5.8
NWBXUOGOSDOTWXRZURZL,9.2,0.5,0.1,5.8,8.0,7.2,9.8,8.1,8.6,3.2,5.0,8.0,4.0,7.8,2.9
TCCJXDHHJYMDYXHRZQHD,6.1,4.6,4.6,4.9,9.5,4.9,1.5,8.8,9.1,5.4,6.3,1.5,4.3,5.6,9.4
AZNHZDWJHCKDFGDVJIZM,3.1,8.8,7.1,0.9,7.6,0.5,2.9,3.3,7.8,5.9,2.4,8.1,3.1,6.5,0.7
FWQAXUCTFMCEXPBKZZOK,2.2,0.8,4.6,3.8,4.0,4.0,9.5,0.8,3.5,9.7,9.5,6.4,7.0,6.3,2.2
QKTDJXKIHYJPLJZCXQTH,1.2,2.7,9.2,4.9,1.7,6.2,9.0,4.6,1.6,1.4,4.4,7.3,2.9,8.5,8.1
GTAMGIILYEMXQCMGOUFQ,5.4,0.6,2.6,7.2,4.2,2.9,9.6,4.7,9.5,5.3,6.2,2.1,9.0,2.6,2.6
EDGMPPOHTHPYKPAKLVYR,2.6,5.1,3.3,9.7,7.9,4.2,2.4,5.8,6.6,4.3,9.3,4.4,7.1,2.7,1.5
KRMNZZCGZBDYDPPFWIRK,2.3,5.8,5.0,4.6,4.5,7.5,2.4,0.0,2.0,4.7,4.1,0.5,9.9,9.4,4.7
VAEXYSYMXAUQNUOVJCIM,0.8,0.4,2.6,7.4,5.5,0.7,1.9,5.3,5.8,5.6,3.5,0.5,2.5,9.1,3.2
WDPKQENUNINEKDYGXNQY,4.7,4.9,8.3,2.6,6.0,5.6,6.1,3.6,1.7,5.7,1.2,4.7,5.2,3.3,7.1
LHSJGQHUGPWFNKFCJRST,2.2,1.8,3.8,0.8,9.3,1.5,7.4,1.5,6.2,0.1,4.5,2.7,3.0,8.1,2.3
QUVNFHSNPHNMDIKLNDXR,2.5,4.0,7.8,9.6,4.0,9.9,4.3,8.4,1.4,1.2,8.4,4.6,4.5,4.5,7.3
TGOXETMYDDIKHQDFBYPJ,4.4,10.0,7.5,4.6,4.3,8.5,1.7,2.1,4.8,6.7,0.6,2.0,5.2,2.6,6.8
UOQYIGFKJWXHOPIRJWQV,7.5,9.0,9.7,8.3,8.4,9.8,5.7,4.7,6.9,3.1,2.7,1.0,6.1,6.0,6.3
SVPJBSPZIPALEWBUXMTJ,5.8,1.4,7.1,8.4,1.0,3.7,0.0,9.0,9.3,3.4,6.5,6.1,1.5,8.2,6.0
JZBXWQSGUIVJDJQDTMWD,2.9,8.0,3.7,4.9,1.9,7.4,3.6,1.6,2.2,8.4,8.2,6.5,1.9,3.9,9.1
BNIYKDGZGFQSEEGIGGUQ,8.8,8.1,0.6,5.0,2.7,6.0,1.1,0.4,3.1,5.0,0.4,2.3,2.2,2.2,3.1
LOAJUCKVCDPYYLZSAXTF,5.5,2.3,5.2,2.2,6.0,6.4,2.7,5.2,10.0,0.2,6.0,6.5,9.3,5.1,4.7
UCMTBAULPRBZPTNCWGCH,9.9,2.3,4.7,8.5,0.6,1.2,2.0,4.7,5.0,0.2,0.3,7.8,5.4,5.7,5.0
QQLPMSULXVOLCPLKZPPL,5.7,0.8,4.1,9.1,1.9,2.1,0.2,8.1,5.4,5.2,6.3,4.0,6.1,0.1,0.6
QBWHVYJCHSIRYRFSKYRV,6.2,2.0,8.9,4.2,0.7,2.7,4.8,7.6,4.1,8.9,8.0,3.4,3.3,4.1,4.0
FXIGJQKHDDPZPCDCVBCP,0.1,9.9,8.4,3.3,8.1,8.4,7.7,1.0,8.8,5.5,2.3,8.0,3.8,2.8,5.2
NCUYUPFQKRIINDDDPVMO,3.1,1.0,3.7,9.7,0.2,5.5,2.7,4.5,2.7,6.9,3.3,7.0,9.3,5.7,7.9
JDTBUDRIQXUQILHEJGIZ,3.3,9.3,7.7,5.7,4.4,3.3,8.2,0.1,5.8,7.7,4.9,9.0,8.6,3.0,7.7
JXYVHQKGBVVHOPCLGBMB,5.7,7.1,7.7,8.1,9.7,8.2,4.5,2.7,8.3,2.8,6.7,4.7,4.8,3.6,5.3
RMCMKJWLPTIDFLEBUNBW,3.4,8.3,3.1,5.1,3.0,7.8,8.4,9.0,7.3,1.3,8.7,6.0,2.5,6.9,3.8
PDEJOEYIQVXZSDBCEAIR,9.0,8.7,8.4,0.6,0.6,7.8,8.7,5.1,2.0,1.0,3.2,8.5,7.0,8.4,3.8
WIDUJKVJWHSBJYQSLXVI,1.9,8.1,6.3,4.1,0.5,1.0,1.2,9.0,3.2,6.9,6.0,7.4,4.3,6.8,7.2
DZASIMTUEUFJDHHYBLVN,6.3,0.9,0.4,4.9,3.3,0.5,2.5,4.4,8.6,2.7,8.0,9.9,4.6,7.2,9.0
PERAIHEJZWVREPWRNHUV,4.2,5.7,7.1,1.8,8.2,3.2,0.8,1.5,4.5,6.8,9.6,3.8,9.2,4.1,9.1
HOERTJWRMKKXPZJGJXOB,1.3,2.4,7.9,7.1,5.5,8.1,2.8,6.0,3.4,2.0,1.6,3.4,3.8,4.1,7.6
HAYYLMYYCQPUISONMVVX,6.0,8.5,6.6,5.8,4.0,8.6,1.2,4.5,7.3,7.6,2.2,6.5,6.6,1.7,3.2
YUQBTRWFDVGAHDXJUFBH,9.4,1.0,5.2,2.9,6.8,6.9,7.1,6.0,7.7,2.2,1.9,8.5,9.6,8.3,6.8
DLQJGFIPQONLYNGYGPPQ,7.2,5.2,8.0,9.4,8.2,8.8,5.6,1.0,9.4,6.9,0.9,8.5,1.3,4.2,3.0
AXHMSFPKBGEOCXADKGWK,1.5,3.6,2.2,2.5,8.1,4.4,3.9,4.4,3.6,7.0,0.9,7.2,1.7,5.1,6.9
ROFFOZILZNYCQBACAHCX,1.7,9.2,3.6,1.4,4.3,3.6,0.2,6.1,0.8,0.4,1.0,2.6,1.4,1.5,8.7
DJLWQUTGTQFBCBVZYETO,3.6,6.3,3.4,7.6,1.8,0.2,6.9,2.1,4.2,5.3,9.0,3.6,7.2,7.2,2.4
GVXCEWWNRFDRTBUQPXUI,3.6,4.6,0.6,6.7,1.4,3.3,0.8,2.5,3.1,0.4,3.5,8.6,4.1,6.2,3.7
KJBQBCUVFNNOWIELSUFY,0.8,3.7,0.5,5.9,0.8,2.7,4.3,0.9,2.0,5.4,3.1,5.7,7.5,7.5,9.2
JACJYMSZWDSAJJXTYKEQ,6.1,4.9,4.4,8.3,0.3,7.5,1.9,8.4,6.9,0.1,0.9,9.2,3.9,8.8,8.8
TGPBWVPINUUXGMJADCWL,7.0,5.6,6.0,3.2,9.9,7.9,2.3,3.2,8.1,2.2,7.2,2.7,6.1,0.2,6.1
LTNXBUKVVXFMWTNPRPRF,3.5,5.7,6.5,8.2,4.0,6.7,5.3,1.1,2.6,8.9,0.1,9.3,1.6,2.5,5.2
OUNVDQMMIBZZMELLROTU,8.2,6.9,5.6,5.9,8.5,4.0,10.0,4.2,5.5,3.1,1.3,10.0,4.4,0.3,4.9
RKKBTXWEGZVLWCZQERNU,4.4,10.0,2.8,5.6,8.7,4.2,8.8,9.4,1.4,3.5,8.5,3.9,8.5,4.8,0.0
EVFEVNQXHCTWSNDCPJWE,5.9,5.5,5.6,1.1,4.3,5.4,1.0,6.1,7.8,4.1,9.3,5.2,3.1,3.1,5.7
PFNDHQFBBHFPFDYCRWIN,5.3,9.6,8.5,2.7,0.8,6.5,8.8,0.5,8.6,8.6,9.1,2.3,4.1,8.1,0.7
QBHEOBTZDMRXEKDZWNAI,2.3,3.1,9.5,8.9,4.2,2.8,4.5,0.4,1.4,6.2,0.6,8.3,6.1,4.2,2.4
XTRZTEWQDMBLDDOTXEUE,6.9,3.5,1.7,2.6,1.4,0.1,8.2,0.5,5.6,1.8,2.1,8.5,8.7,8.6,6.9
THXMPVOMVJCFDJTZRNIH,8.2,5.9,1.4,8.0,5.9,8.1,8.9,7.0,9.5,6.9,1.4,7.0,5.7,8.0,3.0
OSPQIRASZPYSUDBUFECR,9.9,1.0,7.1,1.2,8.1,5.7,4.8,0.8,8.2,9.8,0.8,0.8,9.9,7.8,8.1
FWVYSIQCZGMFOKCERZCJ,3.8,8.6,4.0,0.2,1.0,2.0,1.8,2.6,7.0,5.8,3.1,2.3,6.7,8.5,5.0
VYRYEBYKSGAOYGJDHCLI,3.6,7.3,7.0,3.1,5.9,1.4,3.6,1.3,5.0,8.4,3.8,3.9,1.6,2.7,8.1
